CustomerID,Age,Subscription_Duration_Months,Contract_Type,Monthly_Logins,Last_Purchase_Days_Ago,App_Usage_Time_Min,Monthly_Spend,Discount_Usage_Percentage,Customer_Support_Calls,Satisfaction_Score,Is_Churn
CUST-09311,57,2,Monthly,12,9,30.2,50.43,0.12,1,4,0
CUST-09312,46,33,Monthly,11,10,33.5,131.43,0.52,1,4,0
CUST-09313,42,30,Monthly,10,2,32.3,104.5,0.61,1,4,0
CUST-09314,28,60,Monthly,11,25,10.9,70.76,0.14,0,5,0
CUST-09315,54,21,Annual,11,19,35.6,18.38,0.42,0,4,0
CUST-09316,49,51,Annual,5,23,26.2,21.53,0.34,0,5,0
CUST-09317,49,30,Monthly,10,0,12.3,55.96,0.05,0,4,0
CUST-09318,63,57,Monthly,15,13,11.4,255.7,0.32,4,3,1
CUST-09319,40,7,Monthly,10,2,22.6,37.27,0.53,3,5,0
CUST-09320,19,25,Monthly,17,17,23.4,47.41,0.29,3,4,0
CUST-09321,36,44,Annual,10,13,21.2,180.74,0.21,3,5,0
CUST-09322,51,54,Annual,14,0,1.0,38.87,0.23,0,5,0
CUST-09323,19,24,Annual,7,2,18.4,164.72,0.21,0,5,0
CUST-09324,33,56,Annual,12,1,23.1,77.09,0.2,3,4,0
CUST-09325,23,34,Annual,8,2,17.3,55.12,0.28,0,4,0
CUST-09326,44,11,Monthly,14,30,2.4,221.62,0.65,1,5,0
CUST-09327,38,25,Monthly,12,2,21.9,189.13,0.59,3,4,1
CUST-09328,29,41,Monthly,18,4,31.1,112.64,0.21,0,5,0
CUST-09329,51,21,Monthly,12,18,35.7,249.02,0.36,1,5,0
CUST-09330,69,27,Annual,13,40,32.1,28.49,0.43,0,5,0
CUST-09331,18,45,Monthly,15,22,17.1,107.26,0.25,3,4,0
CUST-09332,40,60,Annual,12,1,23.1,87.71,0.48,0,4,0
CUST-09333,34,2,Annual,8,47,24.9,185.62,0.26,1,4,0
CUST-09334,62,24,Monthly,9,46,31.8,57.1,0.49,3,3,1
CUST-09335,20,30,Annual,9,1,1.0,100.02,0.33,2,4,0
CUST-09336,43,14,Monthly,12,5,21.0,17.88,0.13,2,4,0
CUST-09337,29,50,Monthly,13,6,14.1,32.6,0.39,2,3,0
CUST-09338,43,4,Monthly,12,2,6.7,65.26,0.29,0,5,0
CUST-09339,57,29,Annual,14,10,46.2,154.04,0.34,1,5,0
CUST-09340,49,1,Monthly,11,6,32.2,33.33,0.01,3,4,1
CUST-09341,19,3,Annual,12,0,1.0,98.93,0.04,3,4,0
CUST-09342,21,1,Monthly,11,3,13.5,438.77,0.24,1,4,0
CUST-09343,55,59,Annual,16,14,16.5,303.45,0.47,1,5,0
CUST-09344,30,31,Annual,11,0,12.0,71.03,0.38,1,5,0
CUST-09345,68,54,Annual,14,26,26.6,142.6,0.27,4,3,0
CUST-09346,63,46,Annual,8,32,9.4,22.04,0.37,1,5,0
CUST-09347,68,11,Monthly,13,4,15.3,194.72,0.06,1,5,0
CUST-09348,49,29,Annual,8,6,20.5,10.0,0.23,3,4,1
CUST-09349,54,24,Monthly,7,77,11.5,67.67,0.17,0,5,0
CUST-09350,65,51,Monthly,14,0,13.9,55.86,0.42,0,5,0
CUST-09351,68,6,Annual,20,23,10.4,288.93,0.45,1,4,0
CUST-09352,36,40,Annual,11,16,47.6,80.76,0.08,0,5,0
CUST-09353,27,11,Annual,18,7,6.1,340.01,0.18,2,4,0
CUST-09354,22,11,Annual,11,5,1.0,224.95,0.37,1,4,0
CUST-09355,53,31,Annual,10,21,8.1,352.69,0.34,0,5,0
CUST-09356,23,20,Annual,9,37,33.5,62.48,0.2,1,5,0
CUST-09357,34,19,Monthly,13,12,19.5,216.59,0.22,0,5,0
CUST-09358,66,10,Monthly,10,3,1.7,143.99,0.28,2,4,0
CUST-09359,65,33,Monthly,9,24,10.8,70.64,0.74,0,5,0
CUST-09360,60,50,Monthly,21,1,13.9,100.5,0.6,0,5,0
CUST-09361,46,54,Monthly,16,20,7.0,194.87,0.32,2,4,0
CUST-09362,22,35,Monthly,9,7,17.9,85.58,0.4,1,5,0
CUST-09363,64,36,Annual,12,7,15.2,139.5,0.54,1,5,0
CUST-09364,52,9,Monthly,7,27,20.4,173.29,0.21,0,5,0
CUST-09365,24,59,Monthly,16,12,11.1,42.19,0.4,2,4,0
CUST-09366,26,51,Annual,13,57,6.5,492.35,0.23,2,5,0
CUST-09367,37,42,Monthly,15,3,28.0,21.58,0.5,2,4,0
CUST-09368,25,41,Monthly,13,6,14.1,137.83,0.14,2,4,0
CUST-09369,21,2,Monthly,20,55,7.1,102.22,0.37,1,5,0
CUST-09370,34,17,Annual,14,10,20.0,41.55,0.17,0,4,0
CUST-09371,22,39,Monthly,9,51,11.2,17.76,0.34,0,5,0
CUST-09372,63,29,Monthly,5,5,13.1,187.0,0.15,1,5,0
CUST-09373,51,15,Monthly,13,35,32.6,84.17,0.05,0,5,0
CUST-09374,22,40,Monthly,12,30,22.5,23.75,0.36,3,4,0
CUST-09375,28,28,Annual,10,10,11.8,91.92,0.34,2,3,0
CUST-09376,39,17,Annual,11,0,31.4,90.86,0.1,0,5,0
CUST-09377,34,37,Monthly,10,16,16.4,47.85,0.49,1,5,0
CUST-09378,48,10,Monthly,15,16,41.2,114.04,0.57,0,4,0
CUST-09379,62,24,Monthly,10,27,20.3,194.36,0.25,1,5,0
CUST-09380,57,51,Monthly,9,22,26.3,348.45,0.34,1,5,0
CUST-09381,67,17,Annual,14,19,9.5,50.19,0.49,0,5,0
CUST-09382,60,5,Annual,14,15,15.6,235.1,0.23,5,3,1
CUST-09383,69,50,Monthly,15,7,17.5,27.72,0.51,1,4,0
CUST-09384,69,5,Annual,11,15,19.6,93.0,0.34,0,5,0
CUST-09385,20,20,Annual,10,6,15.1,111.81,0.42,3,4,0
CUST-09386,40,23,Annual,12,12,14.7,96.23,0.36,0,5,0
CUST-09387,63,17,Annual,10,26,23.1,47.72,0.16,1,4,0
CUST-09388,57,11,Annual,10,4,19.2,69.02,0.16,2,4,0
CUST-09389,44,38,Monthly,14,47,15.1,102.52,0.37,2,4,0
CUST-09390,65,10,Monthly,9,1,6.3,75.98,0.35,1,4,0
CUST-09391,20,32,Annual,14,6,19.0,1120.11,0.46,1,5,0
CUST-09392,69,7,Annual,9,7,27.5,92.06,0.09,0,5,0
CUST-09393,20,57,Annual,14,4,18.4,65.25,0.17,2,4,0
CUST-09394,42,35,Monthly,10,4,19.5,50.28,0.11,3,4,0
CUST-09395,45,22,Monthly,9,25,25.6,575.98,0.21,2,4,0
CUST-09396,39,45,Monthly,9,3,21.2,48.64,0.21,1,4,0
CUST-09397,28,4,Monthly,9,11,22.8,31.6,0.25,1,4,0
CUST-09398,58,56,Annual,6,2,1.0,48.13,0.5,2,4,0
CUST-09399,49,30,Monthly,12,44,7.5,59.27,0.31,2,4,0
CUST-09400,55,51,Annual,6,27,7.9,243.71,0.6,2,5,0
CUST-09401,35,21,Monthly,10,0,17.5,53.68,0.37,1,4,0
CUST-09402,36,53,Annual,15,9,42.4,89.07,0.46,0,5,0
CUST-09403,36,25,Monthly,10,17,12.4,50.37,0.27,1,5,0
CUST-09404,39,7,Monthly,14,37,28.5,70.9,0.32,1,4,0
CUST-09405,22,11,Annual,11,26,22.4,108.02,0.17,1,5,0
CUST-09406,21,47,Annual,6,17,37.8,128.62,0.27,2,4,1
CUST-09407,42,21,Monthly,10,38,23.4,65.02,0.03,3,4,1
CUST-09408,55,19,Monthly,10,4,1.0,44.42,0.14,0,5,0
CUST-09409,59,58,Monthly,14,2,9.0,181.55,0.61,2,4,0
CUST-09410,55,52,Monthly,12,4,13.7,60.21,0.24,3,4,0
CUST-09411,34,39,Monthly,19,1,17.3,161.38,0.57,2,5,0
CUST-09412,55,39,Monthly,16,25,34.1,23.52,0.23,3,3,0
CUST-09413,61,52,Annual,11,19,36.6,36.17,0.26,1,4,0
CUST-09414,57,35,Monthly,9,24,28.4,17.77,0.09,2,5,0
CUST-09415,40,11,Annual,12,39,24.7,58.91,0.47,4,3,1
CUST-09416,23,33,Annual,11,59,32.5,71.59,0.79,2,3,1
CUST-09417,56,27,Monthly,16,9,14.2,43.77,0.42,2,5,0
CUST-09418,23,19,Annual,7,1,10.8,34.56,0.27,2,5,0
CUST-09419,22,39,Annual,15,40,18.6,70.08,0.28,0,5,0
CUST-09420,36,7,Monthly,21,58,20.6,299.85,0.11,2,4,1
CUST-09421,49,43,Annual,1,9,17.2,60.07,0.2,1,5,0
CUST-09422,43,29,Annual,17,22,21.6,64.75,0.09,2,5,0
CUST-09423,26,4,Annual,9,1,36.1,46.34,0.28,3,4,0
CUST-09424,66,17,Annual,8,15,24.4,316.69,0.41,3,3,0
CUST-09425,61,38,Monthly,15,1,9.4,88.77,0.46,1,4,0
CUST-09426,53,22,Monthly,9,4,11.8,154.09,0.24,2,5,0
CUST-09427,65,14,Annual,11,14,21.5,81.72,0.46,2,4,0
CUST-09428,29,12,Monthly,11,3,27.1,243.94,0.33,1,4,0
CUST-09429,65,9,Monthly,20,1,7.3,229.74,0.3,0,5,0
CUST-09430,18,23,Annual,12,10,13.4,137.92,0.12,2,5,0
CUST-09431,28,53,Annual,13,1,7.0,140.29,0.56,0,5,0
CUST-09432,62,30,Monthly,15,1,1.0,102.6,0.51,0,5,0
CUST-09433,34,45,Monthly,13,12,14.7,120.32,0.15,2,5,0
CUST-09434,66,10,Monthly,10,7,33.4,42.79,0.13,3,4,0
CUST-09435,46,58,Annual,13,27,28.9,38.98,0.16,1,4,0
CUST-09436,47,42,Annual,7,12,37.5,265.92,0.07,3,5,0
CUST-09437,50,49,Monthly,8,20,20.5,1661.88,0.1,0,5,0
CUST-09438,66,3,Annual,20,6,25.5,89.85,0.52,0,5,0
CUST-09439,29,49,Annual,16,0,30.7,85.32,0.16,1,4,0
CUST-09440,55,33,Monthly,15,3,9.8,35.3,0.12,1,4,0
CUST-09441,60,55,Annual,8,13,16.0,21.8,0.1,3,4,0
CUST-09442,68,40,Annual,16,6,41.2,167.07,0.51,1,5,0
CUST-09443,57,18,Monthly,10,17,9.8,90.98,0.55,1,4,0
CUST-09444,21,58,Monthly,18,1,21.3,185.92,0.44,2,4,0
CUST-09445,56,52,Monthly,20,7,17.3,24.47,0.57,1,4,0
CUST-09446,55,44,Annual,12,4,20.2,140.28,0.35,0,5,0
CUST-09447,47,50,Monthly,10,15,17.7,84.1,0.08,2,5,0
CUST-09448,24,37,Monthly,11,25,13.7,327.3,0.16,2,4,0
CUST-09449,33,33,Annual,13,0,13.3,66.72,0.2,0,5,0
CUST-09450,51,36,Annual,9,0,22.5,43.06,0.3,4,3,0
CUST-09451,38,13,Monthly,13,0,15.7,77.18,0.13,2,5,0
CUST-09452,44,1,Monthly,11,7,9.0,39.21,0.16,4,4,0
CUST-09453,50,29,Monthly,12,16,28.7,129.31,0.27,3,3,0
CUST-09454,65,1,Annual,8,23,10.4,30.94,0.45,2,5,0
CUST-09455,31,22,Monthly,14,4,10.5,47.72,0.36,1,5,0
CUST-09456,35,47,Annual,15,39,29.6,86.66,0.11,1,5,0
CUST-09457,20,58,Annual,17,12,20.9,269.39,0.18,2,5,0
CUST-09458,37,5,Annual,11,6,23.4,231.42,0.21,0,4,0
CUST-09459,19,30,Annual,11,35,11.5,26.49,0.3,2,4,0
CUST-09460,63,25,Monthly,9,13,24.8,92.31,0.27,1,5,0
CUST-09461,68,2,Annual,12,25,23.7,47.97,0.21,0,5,0
CUST-09462,25,38,Annual,9,36,37.9,233.84,0.08,2,4,0
CUST-09463,65,38,Monthly,10,24,27.9,155.35,0.24,2,4,0
CUST-09464,63,26,Monthly,10,2,22.2,78.1,0.38,0,5,0
CUST-09465,62,53,Monthly,6,2,32.0,167.56,0.08,6,3,1
CUST-09466,42,11,Annual,7,67,35.8,82.07,0.35,2,5,1
CUST-09467,23,31,Annual,16,60,29.2,21.12,0.24,4,4,1
CUST-09468,40,54,Monthly,14,6,14.1,54.09,0.13,1,5,0
CUST-09469,21,22,Monthly,13,23,18.7,56.49,0.24,2,4,1
CUST-09470,58,41,Annual,21,5,8.6,60.01,0.21,1,5,0
CUST-09471,43,57,Annual,12,11,15.6,84.71,0.37,0,5,0
CUST-09472,29,12,Annual,10,4,28.2,128.01,0.22,0,5,0
CUST-09473,65,7,Annual,12,0,16.3,136.17,0.24,1,5,0
CUST-09474,42,55,Monthly,13,12,19.3,41.56,0.17,2,4,0
CUST-09475,62,8,Monthly,13,17,24.2,60.12,0.4,1,5,0
CUST-09476,21,11,Annual,14,24,29.0,99.62,0.3,0,5,0
CUST-09477,61,25,Monthly,7,71,24.8,100.71,0.55,3,4,1
CUST-09478,61,46,Annual,11,25,17.7,151.03,0.28,0,5,0
CUST-09479,63,9,Annual,8,4,24.5,22.24,0.49,1,4,0
CUST-09480,35,11,Annual,13,6,22.8,94.97,0.2,4,4,0
CUST-09481,61,35,Monthly,20,25,18.8,74.92,0.38,3,4,1
CUST-09482,65,2,Monthly,14,2,26.7,452.14,0.48,2,5,0
CUST-09483,24,57,Monthly,12,19,18.0,58.39,0.4,1,4,0
CUST-09484,38,21,Annual,13,45,16.9,114.55,0.3,0,5,0
CUST-09485,50,59,Monthly,15,28,18.3,139.24,0.33,1,5,0
CUST-09486,27,49,Annual,13,14,5.2,358.27,0.28,0,5,0
CUST-09487,65,49,Monthly,13,3,18.0,85.99,0.3,3,3,0
CUST-09488,59,59,Annual,16,7,9.3,17.46,0.54,1,5,0
CUST-09489,62,16,Annual,5,5,15.6,44.65,0.15,1,4,1
CUST-09490,36,44,Monthly,9,48,31.1,64.51,0.3,1,4,0
CUST-09491,56,51,Annual,20,3,31.2,194.85,0.45,3,4,0
CUST-09492,50,54,Monthly,9,35,7.9,161.57,0.3,0,5,0
CUST-09493,27,52,Monthly,13,26,17.2,100.96,0.22,1,5,0
CUST-09494,63,51,Annual,12,21,9.0,65.35,0.4,3,4,0
CUST-09495,32,26,Monthly,16,4,29.0,190.07,0.25,2,5,0
CUST-09496,24,23,Monthly,11,4,14.7,74.48,0.34,3,3,1
CUST-09497,34,36,Monthly,10,3,30.3,132.33,0.53,2,4,0
CUST-09498,51,24,Monthly,6,5,23.2,46.86,0.05,2,4,0
CUST-09499,45,36,Monthly,16,18,23.8,124.34,0.37,1,5,0
CUST-09500,38,42,Annual,12,12,26.8,85.37,0.32,1,4,0
CUST-09501,61,28,Monthly,15,2,18.0,37.22,0.25,1,4,0
CUST-09502,40,7,Monthly,9,13,39.6,143.15,0.34,1,4,0
CUST-09503,62,12,Monthly,13,43,12.0,211.92,0.47,2,5,1
CUST-09504,52,23,Annual,15,2,27.1,227.25,0.12,5,4,1
CUST-09505,38,25,Annual,9,20,46.9,93.79,0.42,1,5,0
CUST-09506,37,56,Annual,14,42,14.8,28.64,0.22,2,5,0
CUST-09507,47,50,Monthly,16,0,18.5,665.75,0.49,1,5,0
CUST-09508,65,50,Annual,18,12,27.3,74.0,0.3,0,5,0
CUST-09509,69,25,Annual,11,1,14.2,113.23,0.31,0,5,0
CUST-09510,32,46,Monthly,11,24,12.2,89.02,0.26,3,4,0
CUST-09511,51,12,Monthly,12,45,16.6,65.58,0.16,1,5,0
CUST-09512,23,53,Monthly,12,12,14.7,228.78,0.18,5,2,1
CUST-09513,61,14,Monthly,13,30,28.0,30.77,0.29,1,4,0
CUST-09514,63,49,Monthly,15,45,24.3,93.15,0.36,1,5,0
CUST-09515,59,19,Annual,10,3,26.5,173.55,0.05,2,4,0
CUST-09516,29,10,Monthly,10,34,21.9,85.48,0.34,2,4,0
CUST-09517,55,39,Annual,9,13,18.4,29.26,0.04,2,4,0
CUST-09518,51,5,Monthly,12,6,30.1,65.73,0.16,0,5,0
CUST-09519,21,28,Monthly,13,4,21.2,123.23,0.54,3,3,1
CUST-09520,47,49,Monthly,7,21,7.1,58.68,0.19,0,5,0
CUST-09521,43,59,Monthly,17,2,23.2,388.53,0.72,2,5,0
CUST-09522,43,1,Monthly,12,0,13.6,94.36,0.52,2,4,0
CUST-09523,66,8,Monthly,7,5,24.2,38.26,0.06,2,4,0
CUST-09524,49,19,Monthly,12,10,20.2,42.54,0.28,2,5,1
CUST-09525,29,49,Monthly,12,33,10.9,97.33,0.32,3,3,1
CUST-09526,25,27,Annual,9,14,14.2,107.31,0.47,1,4,1
CUST-09527,55,37,Monthly,9,34,26.8,58.34,0.26,3,3,1
CUST-09528,44,6,Monthly,9,90,28.6,42.99,0.31,1,5,0
CUST-09529,33,18,Monthly,13,3,24.3,147.73,0.34,2,4,0
CUST-09530,62,42,Monthly,14,0,27.8,10.0,0.3,0,5,0
CUST-09531,52,59,Monthly,17,18,19.2,628.47,0.51,0,5,0
CUST-09532,45,14,Annual,10,17,28.8,100.17,0.2,1,5,0
CUST-09533,62,20,Monthly,15,28,10.9,41.89,0.21,1,5,0
CUST-09534,55,19,Monthly,10,44,12.6,66.61,0.18,1,4,0
CUST-09535,65,56,Monthly,14,1,24.6,49.21,0.05,3,4,0
CUST-09536,31,20,Annual,9,5,39.8,127.56,0.11,0,5,0
CUST-09537,62,42,Monthly,11,8,10.7,101.55,0.32,2,4,0
CUST-09538,56,49,Annual,10,3,18.5,93.86,0.18,1,5,0
CUST-09539,66,30,Annual,16,11,20.6,189.66,0.19,1,5,0
CUST-09540,28,27,Annual,14,66,4.5,108.02,0.21,0,5,0
CUST-09541,60,19,Monthly,9,12,27.9,144.12,0.25,0,5,0
CUST-09542,57,26,Monthly,12,48,14.2,404.6,0.17,1,5,0
CUST-09543,56,5,Annual,13,14,31.3,22.91,0.38,1,4,0
CUST-09544,22,13,Monthly,11,4,2.3,60.5,0.24,2,4,0
CUST-09545,56,21,Monthly,10,24,21.7,116.77,0.54,1,4,0
CUST-09546,47,39,Annual,15,28,14.5,34.54,0.3,1,4,0
CUST-09547,65,55,Annual,8,0,18.7,189.4,0.53,0,5,0
CUST-09548,28,38,Monthly,10,0,30.1,78.74,0.28,1,5,0
CUST-09549,36,45,Annual,8,6,22.3,205.28,0.36,4,4,0
CUST-09550,54,8,Annual,17,6,20.8,171.53,0.07,0,5,0
CUST-09551,30,29,Monthly,12,56,9.8,94.99,0.38,1,5,0
CUST-09552,59,29,Annual,18,20,29.6,102.01,0.32,1,5,0
CUST-09553,43,2,Monthly,16,18,16.7,29.51,0.31,2,5,0
CUST-09554,59,15,Annual,11,15,5.9,87.79,0.32,2,4,0
CUST-09555,46,52,Monthly,17,7,19.4,349.73,0.2,1,5,0
CUST-09556,49,8,Annual,15,16,21.4,152.17,0.11,0,5,0
CUST-09557,62,51,Monthly,16,4,25.2,62.06,0.41,1,4,0
CUST-09558,42,37,Annual,8,6,21.3,58.35,0.35,1,5,0
CUST-09559,60,32,Annual,12,9,25.2,115.85,0.15,4,3,0
CUST-09560,40,40,Monthly,13,4,12.1,46.52,0.63,0,5,0
CUST-09561,24,27,Annual,9,15,9.0,64.3,0.16,3,4,0
CUST-09562,68,48,Monthly,14,4,13.4,128.23,0.39,3,4,0
CUST-09563,49,37,Annual,15,3,15.2,50.35,0.64,2,4,0
CUST-09564,69,6,Monthly,10,11,22.8,31.58,0.19,0,5,0
CUST-09565,28,28,Annual,13,0,6.3,359.16,0.32,4,5,0
CUST-09566,59,26,Monthly,9,35,19.6,34.05,0.56,0,5,0
CUST-09567,54,46,Annual,11,4,35.6,165.35,0.17,1,5,0
CUST-09568,38,5,Monthly,8,5,25.4,116.37,0.22,2,5,0
CUST-09569,56,52,Monthly,11,7,30.3,220.31,0.53,2,3,0
CUST-09570,62,12,Monthly,14,10,33.8,46.96,0.37,1,5,0
CUST-09571,20,40,Monthly,14,4,17.3,82.01,0.31,0,4,0
CUST-09572,55,56,Monthly,6,10,20.4,80.85,0.39,1,5,0
CUST-09573,60,7,Monthly,8,36,30.1,64.95,0.3,2,4,0
CUST-09574,52,58,Monthly,15,12,16.5,28.26,0.27,1,4,0
CUST-09575,57,29,Annual,7,23,17.9,196.28,0.25,1,5,0
CUST-09576,53,42,Monthly,13,2,29.5,27.97,0.17,0,4,0
CUST-09577,40,45,Annual,15,3,30.6,73.52,0.64,1,4,0
CUST-09578,50,7,Monthly,6,17,15.6,222.87,0.21,0,4,0
CUST-09579,29,29,Annual,8,16,14.2,80.84,0.41,2,4,0
CUST-09580,45,5,Monthly,10,7,9.3,165.6,0.58,2,5,0
CUST-09581,60,27,Annual,10,3,31.1,77.23,0.17,2,4,0
CUST-09582,24,11,Monthly,17,15,11.6,25.15,0.53,0,5,0
CUST-09583,53,56,Monthly,10,17,11.9,144.61,0.41,2,4,0
CUST-09584,42,17,Monthly,16,7,23.9,145.42,0.34,0,5,0
CUST-09585,29,19,Annual,13,4,17.9,44.93,0.29,0,4,0
CUST-09586,20,11,Annual,14,1,17.3,168.11,0.24,1,5,0
CUST-09587,25,1,Annual,9,5,11.3,131.41,0.08,2,4,0
CUST-09588,58,11,Monthly,10,9,5.9,126.93,0.27,1,5,1
CUST-09589,31,8,Annual,7,27,15.4,182.38,0.25,1,5,0
CUST-09590,45,47,Annual,15,9,18.9,132.26,0.19,1,5,0
CUST-09591,24,57,Monthly,15,2,25.3,100.87,0.16,2,4,0
CUST-09592,36,27,Monthly,15,60,27.3,102.51,0.3,1,5,0
CUST-09593,60,9,Annual,13,3,27.2,180.25,0.66,2,4,0
CUST-09594,38,27,Monthly,10,3,25.7,67.66,0.25,3,3,1
CUST-09595,40,47,Monthly,9,8,26.6,111.1,0.67,2,4,0
CUST-09596,47,17,Annual,17,4,15.4,72.87,0.05,1,5,0
CUST-09597,37,27,Annual,13,3,32.0,23.67,0.54,1,5,0
CUST-09598,40,21,Monthly,11,16,23.1,36.3,0.74,2,4,0
CUST-09599,48,22,Monthly,13,16,7.4,121.84,0.33,0,5,0
CUST-09600,24,44,Annual,9,16,22.7,126.94,0.49,2,4,0
CUST-09601,29,37,Monthly,13,2,14.2,26.85,0.29,0,4,0
CUST-09602,25,9,Annual,14,18,14.8,245.26,0.14,3,4,0
CUST-09603,51,42,Monthly,15,1,29.2,79.69,0.25,2,5,0
CUST-09604,55,59,Annual,17,13,23.6,28.24,0.25,1,4,0
CUST-09605,30,45,Monthly,9,0,11.0,57.48,0.19,2,4,0
CUST-09606,20,8,Monthly,10,28,21.9,68.34,0.31,3,3,1
CUST-09607,45,19,Monthly,12,46,24.4,87.34,0.05,1,4,0
CUST-09608,44,22,Annual,7,10,16.7,202.31,0.11,2,5,0
CUST-09609,54,59,Annual,9,18,11.0,141.22,0.39,1,5,0
CUST-09610,46,14,Monthly,8,0,6.3,66.09,0.62,0,5,0
CUST-09611,64,3,Monthly,17,39,17.0,350.69,0.24,1,4,0
CUST-09612,33,53,Annual,10,17,18.0,10.0,0.52,1,5,0
CUST-09613,50,40,Monthly,5,12,30.8,22.79,0.16,0,5,0
CUST-09614,58,42,Monthly,10,2,20.7,64.75,0.4,3,3,0
CUST-09615,18,57,Annual,15,11,25.8,110.99,0.63,1,5,0
CUST-09616,23,27,Monthly,15,2,14.7,43.22,0.39,1,5,0
CUST-09617,64,58,Monthly,15,2,21.2,28.86,0.63,1,5,0
CUST-09618,21,45,Monthly,3,6,16.9,163.73,0.32,1,5,0
CUST-09619,61,55,Annual,12,8,1.0,78.73,0.28,1,5,0
CUST-09620,58,29,Monthly,21,6,15.1,508.17,0.07,0,5,0
CUST-09621,18,51,Annual,9,34,23.0,372.87,0.43,3,3,0
CUST-09622,44,10,Monthly,12,12,1.0,70.22,0.33,1,5,0
CUST-09623,42,6,Annual,7,3,37.7,25.11,0.31,1,4,0
CUST-09624,35,25,Annual,12,4,17.7,60.72,0.36,0,5,0
CUST-09625,32,27,Annual,10,3,33.0,109.36,0.72,4,3,0
CUST-09626,30,16,Monthly,14,1,8.1,31.32,0.16,1,4,1
CUST-09627,23,4,Monthly,14,38,17.1,56.48,0.46,2,3,0
CUST-09628,63,53,Annual,14,4,25.7,10.0,0.17,2,5,0
CUST-09629,42,17,Annual,9,1,11.2,211.23,0.02,0,5,0
CUST-09630,69,58,Annual,10,6,1.0,138.55,0.16,2,5,0
CUST-09631,19,52,Monthly,14,0,19.1,35.81,0.08,0,5,0
CUST-09632,58,8,Annual,9,3,37.5,30.14,0.22,1,5,0
CUST-09633,60,24,Annual,4,8,33.0,43.87,0.41,5,3,1
CUST-09634,64,41,Monthly,15,7,25.5,64.74,0.38,3,5,1
CUST-09635,51,51,Monthly,9,40,8.9,92.41,0.32,2,5,0
CUST-09636,52,56,Monthly,9,25,14.9,223.59,0.25,3,5,0
CUST-09637,38,28,Annual,10,26,28.8,133.52,0.23,1,5,0
CUST-09638,31,44,Monthly,14,13,16.2,233.45,0.06,1,5,0
CUST-09639,63,60,Monthly,8,2,20.4,135.86,0.08,0,5,0
CUST-09640,35,24,Monthly,6,2,23.6,215.19,0.35,0,5,0
CUST-09641,18,37,Annual,18,27,36.8,193.05,0.16,1,4,0
CUST-09642,58,54,Monthly,8,1,13.5,207.67,0.41,0,5,0
CUST-09643,30,34,Monthly,11,3,19.6,116.77,0.35,0,5,0
CUST-09644,33,18,Monthly,9,9,13.6,356.95,0.12,1,5,0
CUST-09645,48,39,Monthly,9,21,35.0,47.24,0.11,0,5,0
CUST-09646,62,8,Monthly,11,84,33.4,87.88,0.71,1,5,0
CUST-09647,48,47,Monthly,11,42,33.0,60.52,0.48,2,5,0
CUST-09648,23,2,Monthly,8,2,42.9,102.87,0.09,2,4,0
CUST-09649,47,16,Monthly,10,24,18.9,110.05,0.39,3,4,0
CUST-09650,33,29,Monthly,12,27,24.0,15.41,0.06,0,4,0
CUST-09651,21,44,Monthly,16,1,24.7,245.26,0.48,1,5,0
CUST-09652,68,50,Monthly,7,0,7.7,21.14,0.05,1,5,0
CUST-09653,28,38,Monthly,9,23,17.9,91.74,0.32,1,4,0
CUST-09654,55,54,Annual,12,71,10.9,126.13,0.51,0,5,0
CUST-09655,23,55,Monthly,12,12,21.5,59.61,0.18,3,4,0
CUST-09656,66,32,Monthly,6,0,5.6,157.22,0.13,0,5,0
CUST-09657,25,1,Monthly,16,3,12.0,210.17,0.6,4,4,0
CUST-09658,19,50,Monthly,10,17,36.4,68.68,0.41,0,4,0
CUST-09659,47,53,Monthly,12,34,21.7,35.57,0.32,1,4,0
CUST-09660,28,10,Annual,15,62,30.9,21.69,0.11,2,5,0
CUST-09661,57,2,Monthly,22,22,31.9,412.04,0.24,0,5,0
CUST-09662,27,25,Monthly,9,33,21.1,174.82,0.41,2,5,0
CUST-09663,22,7,Monthly,13,13,24.9,772.04,0.41,2,4,0
CUST-09664,58,21,Monthly,12,17,16.6,79.88,0.61,0,5,0
CUST-09665,48,49,Monthly,12,15,6.7,104.2,0.17,2,4,0
CUST-09666,68,15,Monthly,15,14,20.2,68.32,0.36,2,4,1
CUST-09667,35,2,Monthly,19,11,24.1,27.78,0.37,0,5,0
CUST-09668,34,7,Monthly,13,4,19.0,29.74,0.71,2,4,1
CUST-09669,42,51,Monthly,9,13,11.6,22.49,0.17,2,4,0
CUST-09670,37,38,Annual,10,7,18.1,253.9,0.34,0,5,0
CUST-09671,18,38,Monthly,13,7,5.9,27.88,0.48,1,4,0
CUST-09672,56,29,Annual,14,5,35.5,68.7,0.53,3,3,0
CUST-09673,46,38,Monthly,15,17,27.0,19.73,0.3,1,4,0
CUST-09674,35,44,Annual,10,13,14.3,96.35,0.28,1,5,0
CUST-09675,24,56,Monthly,12,5,23.2,58.01,0.36,2,4,0
CUST-09676,69,14,Annual,10,14,21.9,94.15,0.12,0,5,0
CUST-09677,44,20,Annual,13,4,5.8,73.37,0.03,1,4,0
CUST-09678,51,55,Monthly,15,27,30.1,107.63,0.32,2,3,0
CUST-09679,23,23,Monthly,14,6,27.6,48.24,0.19,2,4,1
